OD	Drug	Concentration	Replicate	Strain	Time_h	OD_no1st	Concentration_f
0.352	Nx	0.5	1	BW_EC	3	0.193	0.5
0.324	Nx	0.5	2	eamA	3	0.172	0.5
0.316	Nx	0.5	2	BW_EC	3	0.168	0.5
0.238	Nx	0.5	1	yhbE	3	0.093	0.5
0.356	Nx	0.5	1	BW_SG	3	0.207	0.5
0.191	Nx	0.5	2	yhbE	3	0.046	0.5
0.241	Nx	0.5	2	BW_SG	3	0.09	0.5
0.369	Nx	0.5	1	ampD	3	0.197	0.5
0.179	Nx	0	1	nobug	3	0.003	0
0.373	Nx	0.5	2	ampD	3	0.186	0.5
0.189	Nx	0	1	nobug	3	0.005	0
0.18	Nx	0.5	1	lptD	3	0.002	0.5
0.238	Nx	0	1	nobug	3	0.003	0
0.186	Nx	0.5	2	lptD	3	0.002	0.5
0.167	Nx	0	1	nobug	3	0	0
0.218	Nx	0.5	1	nobug	3	0	0.5
0.214	Nx	0	1	nobug	3	0.003	0
0.201	Nx	0.5	1	nobug	3	0	0.5
0.161	Nx	0	1	nobug	3	0.004	0
0.185	Nx	0.5	1	nobug	3	0	0.5
0.213	Nx	0	1	nobug	3	0.00600000000000001	0
0.198	Nx	0.5	1	nobug	3	0	0.5
0.196	Nx	0	1	nobug	3	0	0
0.204	Nx	0.5	1	nobug	3	0	0.5
0.452	Nx	0	1	nobug	3	0	0
0.178	Nx	0.5	1	nobug	3	0	0.5
0.902	Nx	0	1	nobug	3	0	0
0.172	Nx	0.5	1	nobug	3	0	0.5
1.085	Nx	0	1	nobug	3	0	0
0.172	Nx	0.5	1	nobug	3	0	0.5
1.178	Nx	0	1	nobug	3	0	0
0.305	Nx	0.25	1	zntA	3	0.129	0.25
0.321	Nx	0.25	1	yijE	3	0.16	0.25
0.322	Nx	0.25	2	zntA	3	0.157	0.25
0.256	Nx	0.25	2	yijE	3	0.09	0.25
0.295	Nx	0.25	1	ompF	3	0.131	0.25
0.277	Nx	0.25	1	copA	3	0.114	0.25
0.379	Nx	0.25	2	ompF	3	0.215	0.25
0.286	Nx	0.25	2	copA	3	0.131	0.25
0.337	Nx	0.25	1	cueO	3	0.181	0.25
0.309	Nx	0.25	1	nmpC	3	0.153	0.25
0.316	Nx	0.25	2	cueO	3	0.156	0.25
0.356	Nx	0.25	2	nmpC	3	0.199	0.25
0.321	Nx	0.25	1	blc	3	0.17	0.25
0.383	Nx	0.25	1	putP	3	0.223	0.25
0.347	Nx	0.25	2	blc	3	0.198	0.25
0.31	Nx	0.25	2	putP	3	0.16	0.25
0.324	Nx	0.25	1	eamA	3	0.174	0.25
0.357	Nx	0.25	1	BW_EC	3	0.207	0.25
0.34	Nx	0.25	2	eamA	3	0.192	0.25
0.33	Nx	0.25	2	BW_EC	3	0.178	0.25
0.271	Nx	0.25	1	yhbE	3	0.122	0.25
0.349	Nx	0.25	1	BW_SG	3	0.206	0.25
0.19	Nx	0.25	2	yhbE	3	0.043	0.25
0.243	Nx	0.25	2	BW_SG	3	0.093	0.25
0.387	Nx	0.25	1	ampD	3	0.22	0.25
0.182	Nx	0	1	nobug	3	0.001	0
0.382	Nx	0.25	2	ampD	3	0.201	0.25
0.208	Nx	0	1	nobug	3	0.002	0
0.183	Nx	0.25	1	lptD	3	0	0.25
0.22	Nx	0	1	nobug	3	0.00800000000000001	0
0.179	Nx	0.25	2	lptD	3	0.002	0.25
0.17	Nx	0	1	nobug	3	0.002	0
0.224	Nx	0.25	1	nobug	3	0	0.25
0.164	Nx	0	1	nobug	3	0.004	0
0.201	Nx	0.25	1	nobug	3	0	0.25
0.166	Nx	0	1	nobug	3	0.004	0
0.185	Nx	0.25	1	nobug	3	0	0.25
0.152	Nx	0	1	nobug	3	0	0
0.194	Nx	0.25	1	nobug	3	0	0.25
0.202	Nx	0	1	nobug	3	0	0
0.186	Nx	0.25	1	nobug	3	0	0.25
0.206	Nx	0	1	nobug	3	0	0
0.188	Nx	0.25	1	nobug	3	0.001	0.25
0.364	Nx	0	1	nobug	3	0	0
0.17	Nx	0.25	1	nobug	3	0	0.25
0.157	Nx	0	1	nobug	3	0	0
1.203	Nx	0.25	1	nobug	3	0	0.25
0.61	Nx	0	1	nobug	3	0	0
0.294	Nx	0.125	1	zntA	3	0.14	0.125
0.318	Nx	0.125	1	yijE	3	0.153	0.125
0.335	Nx	0.125	2	zntA	3	0.164	0.125
0.248	Nx	0.125	2	yijE	3	0.089	0.125
0.299	Nx	0.125	1	ompF	3	0.132	0.125
0.293	Nx	0.125	1	copA	3	0.133	0.125
0.397	Nx	0.125	2	ompF	3	0.235	0.125
0.282	Nx	0.125	2	copA	3	0.122	0.125
0.369	Nx	0.125	1	cueO	3	0.2	0.125
0.316	Nx	0.125	1	nmpC	3	0.158	0.125
0.329	Nx	0.125	2	cueO	3	0.167	0.125
0.389	Nx	0.125	2	nmpC	3	0.231	0.125
0.342	Nx	0.125	1	blc	3	0.181	0.125
0.38	Nx	0.125	1	putP	3	0.223	0.125
0.355	Nx	0.125	2	blc	3	0.2	0.125
0.327	Nx	0.125	2	putP	3	0.172	0.125
0.33	Nx	0.125	1	eamA	3	0.18	0.125
0.36	Nx	0.125	1	BW_EC	3	0.211	0.125
0.34	Nx	0.125	2	eamA	3	0.196	0.125
0.342	Nx	0.125	2	BW_EC	3	0.192	0.125
0.262	Nx	0.125	1	yhbE	3	0.121	0.125
0.354	Nx	0.125	1	BW_SG	3	0.208	0.125
0.194	Nx	0.125	2	yhbE	3	0.045	0.125
0.254	Nx	0.125	2	BW_SG	3	0.108	0.125
0.383	Nx	0.125	1	ampD	3	0.221	0.125
0.206	Nx	0	1	nobug	3	0.00999999999999998	0
0.387	Nx	0.125	2	ampD	3	0.215	0.125
0.191	Nx	0	1	nobug	3	0.012	0
0.183	Nx	0.125	1	lptD	3	0.004	0.125
0.171	Nx	0	1	nobug	3	0.004	0
0.184	Nx	0.125	2	lptD	3	0.00600000000000001	0.125
0.202	Nx	0	1	nobug	3	0.012	0
0.203	Nx	0.125	1	nobug	3	0	0.125
0.163	Nx	0	1	nobug	3	0.00700000000000001	0
0.203	Nx	0.125	1	nobug	3	0	0.125
0.165	Nx	0	1	nobug	3	0.001	0
0.184	Nx	0.125	1	nobug	3	0.004	0.125
0.151	Nx	0	1	nobug	3	0	0
0.192	Nx	0.125	1	nobug	3	0.002	0.125
0.207	Nx	0	1	nobug	3	0.015	0
0.194	Nx	0.125	1	nobug	3	0.005	0.125
0.485	Nx	0	1	nobug	3	0	0
0.183	Nx	0.125	1	nobug	3	0.005	0.125
0.152	Nx	0	1	nobug	3	0	0
0.177	Nx	0.125	1	nobug	3	0.002	0.125
0.165	Nx	0	1	nobug	3	0	0
0.16	Nx	0.125	1	nobug	3	0.001	0.125
0.33	Nx	0	1	nobug	3	0	0
0.309	Nx	0	1	zntA	3	0.146	0
0.303	Nx	0	1	yijE	3	0.14	0
0.322	Nx	0	2	zntA	3	0.164	0
0.268	Nx	0	2	yijE	3	0.108	0
0.309	Nx	0	1	ompF	3	0.146	0
0.272	Nx	0	1	copA	3	0.118	0
0.395	Nx	0	2	ompF	3	0.234	0
0.293	Nx	0	2	copA	3	0.135	0
0.353	Nx	0	1	cueO	3	0.203	0
0.317	Nx	0	1	nmpC	3	0.161	0
0.317	Nx	0	2	cueO	3	0.16	0
0.398	Nx	0	2	nmpC	3	0.243	0
0.348	Nx	0	1	blc	3	0.192	0
0.404	Nx	0	1	putP	3	0.248	0
0.354	Nx	0	2	blc	3	0.208	0
0.309	Nx	0	2	putP	3	0.157	0
0.348	Nx	0	1	eamA	3	0.195	0
0.361	Nx	0	1	BW_EC	3	0.206	0
0.357	Nx	0	2	eamA	3	0.208	0
0.348	Nx	0	2	BW_EC	3	0.204	0
0.283	Nx	0	1	yhbE	3	0.141	0
0.358	Nx	0	1	BW_SG	3	0.212	0
0.184	Nx	0	2	yhbE	3	0.039	0
0.259	Nx	0	2	BW_SG	3	0.11	0
0.39	Nx	0	1	ampD	3	0.224	0
0.211	Nx	0	1	nobug	3	0.005	0
0.4	Nx	0	2	ampD	3	0.226	0
0.18	Nx	0	1	nobug	3	0.00700000000000001	0
0.193	Nx	0	1	lptD	3	0.00700000000000001	0
0.178	Nx	0	1	nobug	3	0.011	0
0.191	Nx	0	2	lptD	3	0.00600000000000001	0
0.17	Nx	0	1	nobug	3	0.005	0
0.205	Nx	0	1	nobug	3	0.001	0
0.229	Nx	0	1	nobug	3	0.00800000000000001	0
0.199	Nx	0	1	nobug	3	0.004	0
0.236	Nx	0	1	nobug	3	0	0
0.196	Nx	0	1	nobug	3	0.001	0
0.201	Nx	0	1	nobug	3	0.005	0
0.2	Nx	0	1	nobug	3	0.002	0
0.226	Nx	0	1	nobug	3	0.004	0
0.213	Nx	0	1	nobug	3	0.005	0
0.753	Nx	0	1	nobug	3	0	0
0.2	Nx	0	1	nobug	3	0.002	0
0.843	Nx	0	1	nobug	3	0	0
0.19	Nx	0	1	nobug	3	0.002	0
0.452	Nx	0	1	nobug	3	0	0
0.184	Nx	0	1	nobug	3	0.004	0
0.231	Nx	0	1	nobug	3	0	0
0.163	Nx	8	1	zntA	3.25	0	8
0.168	Nx	8	1	yijE	3.25	0	8
0.166	Nx	8	2	zntA	3.25	0	8
0.171	Nx	8	2	yijE	3.25	0	8
0.165	Nx	8	1	ompF	3.25	0	8
0.169	Nx	8	1	copA	3.25	0	8
0.165	Nx	8	2	ompF	3.25	0	8
0.163	Nx	8	2	copA	3.25	0	8
0.16	Nx	8	1	cueO	3.25	0	8
0.161	Nx	8	1	nmpC	3.25	0	8
0.164	Nx	8	2	cueO	3.25	0	8
0.16	Nx	8	2	nmpC	3.25	0	8
0.164	Nx	8	1	blc	3.25	0	8
0.158	Nx	8	1	putP	3.25	0	8
0.161	Nx	8	2	blc	3.25	0	8
0.159	Nx	8	2	putP	3.25	0	8
0.16	Nx	8	1	eamA	3.25	0	8
0.158	Nx	8	1	BW_EC	3.25	0	8
0.158	Nx	8	2	eamA	3.25	0	8
0.151	Nx	8	2	BW_EC	3.25	0	8
0.145	Nx	8	1	yhbE	3.25	0	8
0.153	Nx	8	1	BW_SG	3.25	0.002	8
0.154	Nx	8	2	yhbE	3.25	0	8
0.151	Nx	8	2	BW_SG	3.25	0	8
0.169	Nx	8	1	ampD	3.25	0	8
0.2	Nx	0	1	nobug	3.25	0.013	0
0.182	Nx	8	2	ampD	3.25	0.002	8
0.199	Nx	0	1	nobug	3.25	0.003	0
0.181	Nx	8	1	lptD	3.25	0	8
0.2	Nx	0	1	nobug	3.25	0.00900000000000001	0
0.173	Nx	8	2	lptD	3.25	0	8
0.178	Nx	0	1	nobug	3.25	0.003	0
0.214	Nx	8	1	nobug	3.25	0	8
0.162	Nx	0	1	nobug	3.25	0.00700000000000001	0
0.221	Nx	8	1	nobug	3.25	0.004	8
0.152	Nx	0	1	nobug	3.25	0	0
0.183	Nx	8	1	nobug	3.25	0	8
0.158	Nx	0	1	nobug	3.25	0	0
0.3	Nx	8	1	nobug	3.25	0	8
1.103	Nx	0	1	nobug	3.25	0	0
1.473	Nx	8	1	nobug	3.25	0	8
1.396	Nx	0	1	nobug	3.25	0	0
0.183	Nx	8	1	nobug	3.25	0.001	8
0.906	Nx	0	1	nobug	3.25	0	0
0.175	Nx	8	1	nobug	3.25	0	8
1.553	Nx	0	1	nobug	3.25	0	0
0.165	Nx	8	1	nobug	3.25	0	8
1.537	Nx	0	1	nobug	3.25	0	0
0.177	Nx	4	1	zntA	3.25	0	4
0.181	Nx	4	1	yijE	3.25	0.005	4
0.177	Nx	4	2	zntA	3.25	0.004	4
0.163	Nx	4	2	yijE	3.25	0	4
0.166	Nx	4	1	ompF	3.25	0	4
0.161	Nx	4	1	copA	3.25	0.003	4
0.162	Nx	4	2	ompF	3.25	0.001	4
0.166	Nx	4	2	copA	3.25	0	4
0.16	Nx	4	1	cueO	3.25	0	4
0.165	Nx	4	1	nmpC	3.25	0.00700000000000001	4
0.165	Nx	4	2	cueO	3.25	0.003	4
0.167	Nx	4	2	nmpC	3.25	0.004	4
0.158	Nx	4	1	blc	3.25	0.002	4
0.165	Nx	4	1	putP	3.25	0.00700000000000001	4
0.155	Nx	4	2	blc	3.25	0.002	4
0.164	Nx	4	2	putP	3.25	0.001	4
0.153	Nx	4	1	eamA	3.25	0.001	4
0.157	Nx	4	1	BW_EC	3.25	0.003	4
0.152	Nx	4	2	eamA	3.25	0.002	4
0.152	Nx	4	2	BW_EC	3.25	0.002	4
0.149	Nx	4	1	yhbE	3.25	0	4
0.152	Nx	4	1	BW_SG	3.25	0.003	4
0.146	Nx	4	2	yhbE	3.25	0.001	4
0.149	Nx	4	2	BW_SG	3.25	0.001	4
0.18	Nx	4	1	ampD	3.25	0.00600000000000001	4
0.224	Nx	0	1	nobug	3.25	0.01	0
0.196	Nx	4	2	ampD	3.25	0.00600000000000001	4
0.241	Nx	0	1	nobug	3.25	0.014	0
0.179	Nx	4	1	lptD	3.25	0	4
0.19	Nx	0	1	nobug	3.25	0.005	0
0.174	Nx	4	2	lptD	3.25	0	4
0.185	Nx	0	1	nobug	3.25	0.00700000000000001	0
0.22	Nx	4	1	nobug	3.25	0.021	4
0.181	Nx	0	1	nobug	3.25	0.00999999999999998	0
0.226	Nx	4	1	nobug	3.25	0.02	4
0.158	Nx	0	1	nobug	3.25	0.002	0
0.189	Nx	4	1	nobug	3.25	0.004	4
0.186	Nx	0	1	nobug	3.25	0.019	0
0.186	Nx	4	1	nobug	3.25	0	4
0.711	Nx	0	1	nobug	3.25	0	0
0.194	Nx	4	1	nobug	3.25	0.004	4
1.428	Nx	0	1	nobug	3.25	0	0
1.29	Nx	4	1	nobug	3.25	0	4
1.264	Nx	0	1	nobug	3.25	0	0
0.17	Nx	4	1	nobug	3.25	0.002	4
1.211	Nx	0	1	nobug	3.25	0	0
0.163	Nx	4	1	nobug	3.25	0.004	4
1.305	Nx	0	1	nobug	3.25	0	0
0.17	Nx	2	1	zntA	3.25	0.001	2
0.194	Nx	2	1	yijE	3.25	0.026	2
0.187	Nx	2	2	zntA	3.25	0.015	2
0.17	Nx	2	2	yijE	3.25	0.00700000000000001	2
0.185	Nx	2	1	ompF	3.25	0.021	2
0.187	Nx	2	1	copA	3.25	0.02	2
0.198	Nx	2	2	ompF	3.25	0.032	2
0.189	Nx	2	2	copA	3.25	0.014	2
0.202	Nx	2	1	cueO	3.25	0.044	2
0.19	Nx	2	1	nmpC	3.25	0.034	2
0.184	Nx	2	2	cueO	3.25	0.021	2
0.209	Nx	2	2	nmpC	3.25	0.049	2
0.188	Nx	2	1	blc	3.25	0.033	2
0.198	Nx	2	1	putP	3.25	0.037	2
0.196	Nx	2	2	blc	3.25	0.034	2
0.2	Nx	2	2	putP	3.25	0.04	2
0.183	Nx	2	1	eamA	3.25	0.027	2
0.218	Nx	2	1	BW_EC	3.25	0.065	2
0.198	Nx	2	2	eamA	3.25	0.041	2
0.184	Nx	2	2	BW_EC	3.25	0.039	2
0.151	Nx	2	1	yhbE	3.25	0.00600000000000001	2
0.208	Nx	2	1	BW_SG	3.25	0.061	2
0.163	Nx	2	2	yhbE	3.25	0.014	2
0.163	Nx	2	2	BW_SG	3.25	0.017	2
0.257	Nx	2	1	ampD	3.25	0.088	2
0.194	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.269	Nx	2	2	ampD	3.25	0.075	2
0.191	Nx	0	1	nobug	3.25	0	0
0.187	Nx	2	1	lptD	3.25	0	2
0.209	Nx	0	1	nobug	3.25	0.00899999999999998	0
0.18	Nx	2	2	lptD	3.25	0.002	2
0.189	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.219	Nx	2	1	nobug	3.25	0	2
0.186	Nx	0	1	nobug	3.25	0.011	0
0.207	Nx	2	1	nobug	3.25	0.003	2
0.165	Nx	0	1	nobug	3.25	0.01	0
0.194	Nx	2	1	nobug	3.25	0.005	2
0.156	Nx	0	1	nobug	3.25	0.00700000000000001	0
0.194	Nx	2	1	nobug	3.25	0	2
0.155	Nx	0	1	nobug	3.25	0	0
0.201	Nx	2	1	nobug	3.25	0.002	2
1.046	Nx	0	1	nobug	3.25	0	0
0.172	Nx	2	1	nobug	3.25	0.000999999999999973	2
1.757	Nx	0	1	nobug	3.25	0	0
1.246	Nx	2	1	nobug	3.25	0	2
1.617	Nx	0	1	nobug	3.25	0	0
0.174	Nx	2	1	nobug	3.25	0.002	2
1.417	Nx	0	1	nobug	3.25	0	0
0.217	Nx	1	1	zntA	3.25	0.05	1
0.278	Nx	1	1	yijE	3.25	0.116	1
0.288	Nx	1	2	zntA	3.25	0.113	1
0.218	Nx	1	2	yijE	3.25	0.051	1
0.227	Nx	1	1	ompF	3.25	0.06	1
0.24	Nx	1	1	copA	3.25	0.073	1
0.262	Nx	1	2	ompF	3.25	0.096	1
0.243	Nx	1	2	copA	3.25	0.076	1
0.269	Nx	1	1	cueO	3.25	0.111	1
0.264	Nx	1	1	nmpC	3.25	0.107	1
0.226	Nx	1	2	cueO	3.25	0.07	1
0.293	Nx	1	2	nmpC	3.25	0.133	1
0.245	Nx	1	1	blc	3.25	0.09	1
0.275	Nx	1	1	putP	3.25	0.123	1
0.293	Nx	1	2	blc	3.25	0.132	1
0.247	Nx	1	2	putP	3.25	0.09	1
0.255	Nx	1	1	eamA	3.25	0.101	1
0.323	Nx	1	1	BW_EC	3.25	0.17	1
0.272	Nx	1	2	eamA	3.25	0.119	1
0.295	Nx	1	2	BW_EC	3.25	0.15	1
0.189	Nx	1	1	yhbE	3.25	0.04	1
0.349	Nx	1	1	BW_SG	3.25	0.203	1
0.195	Nx	1	2	yhbE	3.25	0.047	1
0.212	Nx	1	2	BW_SG	3.25	0.067	1
0.355	Nx	1	1	ampD	3.25	0.178	1
0.2	Nx	0	1	nobug	3.25	0.004	0
0.372	Nx	1	2	ampD	3.25	0.169	1
0.196	Nx	0	1	nobug	3.25	0.017	0
0.201	Nx	1	1	lptD	3.25	0.00600000000000001	1
0.185	Nx	0	1	nobug	3.25	0.012	0
0.199	Nx	1	2	lptD	3.25	0.00900000000000001	1
0.184	Nx	0	1	nobug	3.25	0.00800000000000001	0
0.225	Nx	1	1	nobug	3.25	0.003	1
0.177	Nx	0	1	nobug	3.25	0.00999999999999998	0
0.203	Nx	1	1	nobug	3.25	0.001	1
0.234	Nx	0	1	nobug	3.25	0.00900000000000001	0
0.191	Nx	1	1	nobug	3.25	0.002	1
0.186	Nx	0	1	nobug	3.25	0.00800000000000001	0
0.198	Nx	1	1	nobug	3.25	0.001	1
0.197	Nx	0	1	nobug	3.25	0	0
0.202	Nx	1	1	nobug	3.25	0.002	1
1.084	Nx	0	1	nobug	3.25	0	0
0.178	Nx	1	1	nobug	3.25	0.003	1
1.558	Nx	0	1	nobug	3.25	0	0
0.167	Nx	1	1	nobug	3.25	0.002	1
0.146	Nx	0	1	nobug	3.25	0	0
0.173	Nx	1	1	nobug	3.25	0.00199999999999997	1
0.139	Nx	0	1	nobug	3.25	0	0
0.292	Nx	0.5	1	zntA	3.25	0.134	0.5
0.336	Nx	0.5	1	yijE	3.25	0.167	0.5
0.37	Nx	0.5	2	zntA	3.25	0.199	0.5
0.296	Nx	0.5	2	yijE	3.25	0.134	0.5
0.318	Nx	0.5	1	ompF	3.25	0.153	0.5
0.336	Nx	0.5	1	copA	3.25	0.174	0.5
0.413	Nx	0.5	2	ompF	3.25	0.25	0.5
0.289	Nx	0.5	2	copA	3.25	0.13	0.5
0.363	Nx	0.5	1	cueO	3.25	0.201	0.5
0.36	Nx	0.5	1	nmpC	3.25	0.202	0.5
0.32	Nx	0.5	2	cueO	3.25	0.161	0.5
0.416	Nx	0.5	2	nmpC	3.25	0.257	0.5
0.349	Nx	0.5	1	blc	3.25	0.193	0.5
0.378	Nx	0.5	1	putP	3.25	0.227	0.5
0.385	Nx	0.5	2	blc	3.25	0.232	0.5
0.335	Nx	0.5	2	putP	3.25	0.177	0.5
0.353	Nx	0.5	1	eamA	3.25	0.199	0.5
0.392	Nx	0.5	1	BW_EC	3.25	0.233	0.5
0.362	Nx	0.5	2	eamA	3.25	0.21	0.5
0.352	Nx	0.5	2	BW_EC	3.25	0.204	0.5
0.266	Nx	0.5	1	yhbE	3.25	0.121	0.5
0.4	Nx	0.5	1	BW_SG	3.25	0.251	0.5
0.211	Nx	0.5	2	yhbE	3.25	0.066	0.5
0.272	Nx	0.5	2	BW_SG	3.25	0.121	0.5
0.413	Nx	0.5	1	ampD	3.25	0.241	0.5
0.179	Nx	0	1	nobug	3.25	0.003	0
0.419	Nx	0.5	2	ampD	3.25	0.232	0.5
0.19	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.181	Nx	0.5	1	lptD	3.25	0.003	0.5
0.24	Nx	0	1	nobug	3.25	0.005	0
0.189	Nx	0.5	2	lptD	3.25	0.005	0.5
0.167	Nx	0	1	nobug	3.25	0	0
0.219	Nx	0.5	1	nobug	3.25	0	0.5
0.216	Nx	0	1	nobug	3.25	0.005	0
0.202	Nx	0.5	1	nobug	3.25	0	0.5
0.163	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.186	Nx	0.5	1	nobug	3.25	0	0.5
0.216	Nx	0	1	nobug	3.25	0.00900000000000001	0
0.199	Nx	0.5	1	nobug	3.25	0	0.5
0.198	Nx	0	1	nobug	3.25	0.002	0
0.206	Nx	0.5	1	nobug	3.25	0.001	0.5
0.445	Nx	0	1	nobug	3.25	0	0
0.179	Nx	0.5	1	nobug	3.25	0.001	0.5
0.878	Nx	0	1	nobug	3.25	0	0
0.173	Nx	0.5	1	nobug	3.25	0.001	0.5
1.061	Nx	0	1	nobug	3.25	0	0
0.173	Nx	0.5	1	nobug	3.25	0	0.5
1.146	Nx	0	1	nobug	3.25	0	0
0.337	Nx	0.25	1	zntA	3.25	0.161	0.25
0.355	Nx	0.25	1	yijE	3.25	0.194	0.25
0.364	Nx	0.25	2	zntA	3.25	0.199	0.25
0.282	Nx	0.25	2	yijE	3.25	0.116	0.25
0.336	Nx	0.25	1	ompF	3.25	0.172	0.25
0.312	Nx	0.25	1	copA	3.25	0.149	0.25
0.428	Nx	0.25	2	ompF	3.25	0.264	0.25
0.319	Nx	0.25	2	copA	3.25	0.164	0.25
0.382	Nx	0.25	1	cueO	3.25	0.226	0.25
0.347	Nx	0.25	1	nmpC	3.25	0.191	0.25
0.35	Nx	0.25	2	cueO	3.25	0.19	0.25
0.402	Nx	0.25	2	nmpC	3.25	0.245	0.25
0.367	Nx	0.25	1	blc	3.25	0.216	0.25
0.446	Nx	0.25	1	putP	3.25	0.286	0.25
0.383	Nx	0.25	2	blc	3.25	0.234	0.25
0.345	Nx	0.25	2	putP	3.25	0.195	0.25
0.369	Nx	0.25	1	eamA	3.25	0.219	0.25
0.406	Nx	0.25	1	BW_EC	3.25	0.256	0.25
0.387	Nx	0.25	2	eamA	3.25	0.239	0.25
0.376	Nx	0.25	2	BW_EC	3.25	0.224	0.25
0.302	Nx	0.25	1	yhbE	3.25	0.153	0.25
0.398	Nx	0.25	1	BW_SG	3.25	0.255	0.25
0.211	Nx	0.25	2	yhbE	3.25	0.064	0.25
0.27	Nx	0.25	2	BW_SG	3.25	0.12	0.25
0.438	Nx	0.25	1	ampD	3.25	0.271	0.25
0.182	Nx	0	1	nobug	3.25	0.001	0
0.43	Nx	0.25	2	ampD	3.25	0.249	0.25
0.208	Nx	0	1	nobug	3.25	0.002	0
0.183	Nx	0.25	1	lptD	3.25	0	0.25
0.223	Nx	0	1	nobug	3.25	0.011	0
0.18	Nx	0.25	2	lptD	3.25	0.003	0.25
0.17	Nx	0	1	nobug	3.25	0.002	0
0.224	Nx	0.25	1	nobug	3.25	0	0.25
0.165	Nx	0	1	nobug	3.25	0.005	0
0.202	Nx	0.25	1	nobug	3.25	0	0.25
0.167	Nx	0	1	nobug	3.25	0.005	0
0.186	Nx	0.25	1	nobug	3.25	0	0.25
0.153	Nx	0	1	nobug	3.25	0	0
0.195	Nx	0.25	1	nobug	3.25	0	0.25
0.207	Nx	0	1	nobug	3.25	0.003	0
0.188	Nx	0.25	1	nobug	3.25	0	0.25
0.209	Nx	0	1	nobug	3.25	0	0
0.188	Nx	0.25	1	nobug	3.25	0.001	0.25
0.362	Nx	0	1	nobug	3.25	0	0
0.17	Nx	0.25	1	nobug	3.25	0	0.25
0.157	Nx	0	1	nobug	3.25	0	0
1.133	Nx	0.25	1	nobug	3.25	0	0.25
0.596	Nx	0	1	nobug	3.25	0	0
0.332	Nx	0.125	1	zntA	3.25	0.178	0.125
0.35	Nx	0.125	1	yijE	3.25	0.185	0.125
0.378	Nx	0.125	2	zntA	3.25	0.207	0.125
0.278	Nx	0.125	2	yijE	3.25	0.119	0.125
0.34	Nx	0.125	1	ompF	3.25	0.173	0.125
0.331	Nx	0.125	1	copA	3.25	0.171	0.125
0.439	Nx	0.125	2	ompF	3.25	0.277	0.125
0.313	Nx	0.125	2	copA	3.25	0.153	0.125
0.423	Nx	0.125	1	cueO	3.25	0.254	0.125
0.361	Nx	0.125	1	nmpC	3.25	0.203	0.125
0.367	Nx	0.125	2	cueO	3.25	0.205	0.125
0.452	Nx	0.125	2	nmpC	3.25	0.294	0.125
0.388	Nx	0.125	1	blc	3.25	0.227	0.125
0.44	Nx	0.125	1	putP	3.25	0.283	0.125
0.388	Nx	0.125	2	blc	3.25	0.233	0.125
0.368	Nx	0.125	2	putP	3.25	0.213	0.125
0.378	Nx	0.125	1	eamA	3.25	0.228	0.125
0.409	Nx	0.125	1	BW_EC	3.25	0.26	0.125
0.39	Nx	0.125	2	eamA	3.25	0.246	0.125
0.392	Nx	0.125	2	BW_EC	3.25	0.242	0.125
0.291	Nx	0.125	1	yhbE	3.25	0.15	0.125
0.405	Nx	0.125	1	BW_SG	3.25	0.259	0.125
0.217	Nx	0.125	2	yhbE	3.25	0.068	0.125
0.284	Nx	0.125	2	BW_SG	3.25	0.138	0.125
0.433	Nx	0.125	1	ampD	3.25	0.271	0.125
0.21	Nx	0	1	nobug	3.25	0.014	0
0.44	Nx	0.125	2	ampD	3.25	0.268	0.125
0.191	Nx	0	1	nobug	3.25	0.012	0
0.187	Nx	0.125	1	lptD	3.25	0.00800000000000001	0.125
0.171	Nx	0	1	nobug	3.25	0.004	0
0.186	Nx	0.125	2	lptD	3.25	0.00800000000000001	0.125
0.205	Nx	0	1	nobug	3.25	0.015	0
0.206	Nx	0.125	1	nobug	3.25	0.002	0.125
0.163	Nx	0	1	nobug	3.25	0.00700000000000001	0
0.203	Nx	0.125	1	nobug	3.25	0	0.125
0.165	Nx	0	1	nobug	3.25	0.001	0
0.185	Nx	0.125	1	nobug	3.25	0.005	0.125
0.15	Nx	0	1	nobug	3.25	0	0
0.194	Nx	0.125	1	nobug	3.25	0.004	0.125
0.211	Nx	0	1	nobug	3.25	0.019	0
0.195	Nx	0.125	1	nobug	3.25	0.00600000000000001	0.125
0.487	Nx	0	1	nobug	3.25	0	0
0.183	Nx	0.125	1	nobug	3.25	0.005	0.125
0.154	Nx	0	1	nobug	3.25	0	0
0.177	Nx	0.125	1	nobug	3.25	0.002	0.125
0.167	Nx	0	1	nobug	3.25	0	0
0.161	Nx	0.125	1	nobug	3.25	0.002	0.125
0.332	Nx	0	1	nobug	3.25	0	0
0.346	Nx	0	1	zntA	3.25	0.183	0
0.338	Nx	0	1	yijE	3.25	0.175	0
0.364	Nx	0	2	zntA	3.25	0.206	0
0.302	Nx	0	2	yijE	3.25	0.142	0
0.35	Nx	0	1	ompF	3.25	0.187	0
0.307	Nx	0	1	copA	3.25	0.153	0
0.436	Nx	0	2	ompF	3.25	0.275	0
0.328	Nx	0	2	copA	3.25	0.17	0
0.401	Nx	0	1	cueO	3.25	0.251	0
