OD	Drug	Concentration	Replicate	Strain	Time_h	OD_no1st	Concentration_f
0.868	Nx	0.25	2	BW_SG	8	0.718	0.25
0.852	Nx	0.25	1	ampD	8	0.685	0.25
0.194	Nx	0	1	nobug	8	0.013	0
0.804	Nx	0.25	2	ampD	8	0.623	0.25
0.221	Nx	0	1	nobug	8	0.015	0
0.366	Nx	0.25	1	lptD	8	0.179	0.25
0.236	Nx	0	1	nobug	8	0.024	0
0.348	Nx	0.25	2	lptD	8	0.171	0.25
0.179	Nx	0	1	nobug	8	0.011	0
0.228	Nx	0.25	1	nobug	8	0	0.25
0.181	Nx	0	1	nobug	8	0.021	0
0.201	Nx	0.25	1	nobug	8	0	0.25
0.18	Nx	0	1	nobug	8	0.018	0
0.187	Nx	0.25	1	nobug	8	0	0.25
0.166	Nx	0	1	nobug	8	0.013	0
0.198	Nx	0.25	1	nobug	8	0.001	0.25
0.218	Nx	0	1	nobug	8	0.014	0
0.189	Nx	0.25	1	nobug	8	0.001	0.25
0.201	Nx	0	1	nobug	8	0	0
0.19	Nx	0.25	1	nobug	8	0.003	0.25
0.273	Nx	0	1	nobug	8	0	0
0.172	Nx	0.25	1	nobug	8	0	0.25
0.15	Nx	0	1	nobug	8	0	0
0.404	Nx	0.25	1	nobug	8	0	0.25
0.337	Nx	0	1	nobug	8	0	0
0.756	Nx	0.125	1	zntA	8	0.602	0.125
0.775	Nx	0.125	1	yijE	8	0.61	0.125
0.882	Nx	0.125	2	zntA	8	0.711	0.125
0.807	Nx	0.125	2	yijE	8	0.648	0.125
0.789	Nx	0.125	1	ompF	8	0.622	0.125
0.838	Nx	0.125	1	copA	8	0.678	0.125
0.851	Nx	0.125	2	ompF	8	0.689	0.125
0.893	Nx	0.125	2	copA	8	0.733	0.125
0.892	Nx	0.125	1	cueO	8	0.723	0.125
0.831	Nx	0.125	1	nmpC	8	0.673	0.125
0.795	Nx	0.125	2	cueO	8	0.633	0.125
0.837	Nx	0.125	2	nmpC	8	0.679	0.125
0.851	Nx	0.125	1	blc	8	0.69	0.125
0.788	Nx	0.125	1	putP	8	0.631	0.125
0.765	Nx	0.125	2	blc	8	0.61	0.125
0.821	Nx	0.125	2	putP	8	0.666	0.125
0.924	Nx	0.125	1	eamA	8	0.774	0.125
0.982	Nx	0.125	1	BW_EC	8	0.833	0.125
0.936	Nx	0.125	2	eamA	8	0.792	0.125
0.971	Nx	0.125	2	BW_EC	8	0.821	0.125
0.771	Nx	0.125	1	yhbE	8	0.63	0.125
0.901	Nx	0.125	1	BW_SG	8	0.755	0.125
0.79	Nx	0.125	2	yhbE	8	0.641	0.125
0.864	Nx	0.125	2	BW_SG	8	0.718	0.125
0.844	Nx	0.125	1	ampD	8	0.682	0.125
0.215	Nx	0	1	nobug	8	0.019	0
0.866	Nx	0.125	2	ampD	8	0.694	0.125
0.206	Nx	0	1	nobug	8	0.027	0
0.574	Nx	0.125	1	lptD	8	0.395	0.125
0.179	Nx	0	1	nobug	8	0.012	0
0.544	Nx	0.125	2	lptD	8	0.366	0.125
0.216	Nx	0	1	nobug	8	0.026	0
0.205	Nx	0.125	1	nobug	8	0.001	0.125
0.183	Nx	0	1	nobug	8	0.027	0
0.199	Nx	0.125	1	nobug	8	0	0.125
0.173	Nx	0	1	nobug	8	0.00899999999999998	0
0.183	Nx	0.125	1	nobug	8	0.003	0.125
0.151	Nx	0	1	nobug	8	0	0
0.196	Nx	0.125	1	nobug	8	0.00600000000000001	0.125
0.228	Nx	0	1	nobug	8	0.036	0
0.195	Nx	0.125	1	nobug	8	0.00600000000000001	0.125
0.429	Nx	0	1	nobug	8	0	0
0.183	Nx	0.125	1	nobug	8	0.005	0.125
0.157	Nx	0	1	nobug	8	0	0
0.176	Nx	0.125	1	nobug	8	0.001	0.125
0.164	Nx	0	1	nobug	8	0	0
0.164	Nx	0.125	1	nobug	8	0.005	0.125
0.251	Nx	0	1	nobug	8	0	0
0.794	Nx	0	1	zntA	8	0.631	0
0.755	Nx	0	1	yijE	8	0.592	0
0.885	Nx	0	2	zntA	8	0.727	0
0.867	Nx	0	2	yijE	8	0.707	0
0.814	Nx	0	1	ompF	8	0.651	0
0.809	Nx	0	1	copA	8	0.655	0
0.857	Nx	0	2	ompF	8	0.696	0
0.903	Nx	0	2	copA	8	0.745	0
0.782	Nx	0	1	cueO	8	0.632	0
0.808	Nx	0	1	nmpC	8	0.652	0
0.823	Nx	0	2	cueO	8	0.666	0
0.853	Nx	0	2	nmpC	8	0.698	0
0.875	Nx	0	1	blc	8	0.719	0
0.817	Nx	0	1	putP	8	0.661	0
0.832	Nx	0	2	blc	8	0.686	0
0.808	Nx	0	2	putP	8	0.656	0
0.958	Nx	0	1	eamA	8	0.805	0
0.958	Nx	0	1	BW_EC	8	0.803	0
0.954	Nx	0	2	eamA	8	0.805	0
0.994	Nx	0	2	BW_EC	8	0.85	0
0.82	Nx	0	1	yhbE	8	0.678	0
0.971	Nx	0	1	BW_SG	8	0.825	0
0.813	Nx	0	2	yhbE	8	0.668	0
0.888	Nx	0	2	BW_SG	8	0.739	0
0.865	Nx	0	1	ampD	8	0.699	0
0.21	Nx	0	1	nobug	8	0.004	0
0.926	Nx	0	2	ampD	8	0.752	0
0.194	Nx	0	1	nobug	8	0.021	0
0.722	Nx	0	1	lptD	8	0.536	0
0.192	Nx	0	1	nobug	8	0.025	0
0.711	Nx	0	2	lptD	8	0.526	0
0.182	Nx	0	1	nobug	8	0.017	0
0.208	Nx	0	1	nobug	8	0.004	0
0.231	Nx	0	1	nobug	8	0.01	0
0.199	Nx	0	1	nobug	8	0.004	0
0.224	Nx	0	1	nobug	8	0	0
0.198	Nx	0	1	nobug	8	0.003	0
0.203	Nx	0	1	nobug	8	0.00700000000000001	0
0.2	Nx	0	1	nobug	8	0.002	0
0.217	Nx	0	1	nobug	8	0	0
0.212	Nx	0	1	nobug	8	0.004	0
0.528	Nx	0	1	nobug	8	0	0
0.2	Nx	0	1	nobug	8	0.002	0
0.515	Nx	0	1	nobug	8	0	0
0.191	Nx	0	1	nobug	8	0.003	0
0.349	Nx	0	1	nobug	8	0	0
0.183	Nx	0	1	nobug	8	0.003	0
0.207	Nx	0	1	nobug	8	0	0
0.168	Nx	8	1	zntA	8.25	0.001	8
0.174	Nx	8	1	yijE	8.25	0.00499999999999998	8
0.165	Nx	8	2	zntA	8.25	0	8
0.17	Nx	8	2	yijE	8.25	0	8
0.165	Nx	8	1	ompF	8.25	0	8
0.165	Nx	8	1	copA	8.25	0	8
0.166	Nx	8	2	ompF	8.25	0	8
0.162	Nx	8	2	copA	8.25	0	8
0.16	Nx	8	1	cueO	8.25	0	8
0.159	Nx	8	1	nmpC	8.25	0	8
0.165	Nx	8	2	cueO	8.25	0	8
0.159	Nx	8	2	nmpC	8.25	0	8
0.162	Nx	8	1	blc	8.25	0	8
0.158	Nx	8	1	putP	8.25	0	8
0.16	Nx	8	2	blc	8.25	0	8
0.161	Nx	8	2	putP	8.25	0.001	8
0.159	Nx	8	1	eamA	8.25	0	8
0.157	Nx	8	1	BW_EC	8.25	0	8
0.158	Nx	8	2	eamA	8.25	0	8
0.15	Nx	8	2	BW_EC	8.25	0	8
0.145	Nx	8	1	yhbE	8.25	0	8
0.153	Nx	8	1	BW_SG	8.25	0.002	8
0.154	Nx	8	2	yhbE	8.25	0	8
0.151	Nx	8	2	BW_SG	8.25	0	8
0.171	Nx	8	1	ampD	8.25	0	8
0.212	Nx	0	1	nobug	8.25	0.025	0
0.187	Nx	8	2	ampD	8.25	0.00700000000000001	8
0.215	Nx	0	1	nobug	8.25	0.019	0
0.18	Nx	8	1	lptD	8.25	0	8
0.211	Nx	0	1	nobug	8.25	0.02	0
0.173	Nx	8	2	lptD	8.25	0	8
0.191	Nx	0	1	nobug	8.25	0.016	0
0.218	Nx	8	1	nobug	8.25	0	8
0.181	Nx	0	1	nobug	8.25	0.026	0
0.225	Nx	8	1	nobug	8.25	0.00800000000000001	8
0.163	Nx	0	1	nobug	8.25	0.00600000000000001	0
0.186	Nx	8	1	nobug	8.25	0	8
0.161	Nx	0	1	nobug	8.25	0	0
0.2	Nx	8	1	nobug	8.25	0	8
0.352	Nx	0	1	nobug	8.25	0	0
0.472	Nx	8	1	nobug	8.25	0	8
0.568	Nx	0	1	nobug	8.25	0	0
0.191	Nx	8	1	nobug	8.25	0.00900000000000001	8
0.718	Nx	0	1	nobug	8.25	0	0
0.184	Nx	8	1	nobug	8.25	0	8
0.772	Nx	0	1	nobug	8.25	0	0
0.174	Nx	8	1	nobug	8.25	0	8
0.493	Nx	0	1	nobug	8.25	0	0
0.176	Nx	4	1	zntA	8.25	0	4
0.204	Nx	4	1	yijE	8.25	0.028	4
0.19	Nx	4	2	zntA	8.25	0.017	4
0.171	Nx	4	2	yijE	8.25	0.00600000000000001	4
0.183	Nx	4	1	ompF	8.25	0.015	4
0.193	Nx	4	1	copA	8.25	0.035	4
0.185	Nx	4	2	ompF	8.25	0.024	4
0.168	Nx	4	2	copA	8.25	0.002	4
0.164	Nx	4	1	cueO	8.25	0.003	4
0.18	Nx	4	1	nmpC	8.25	0.022	4
0.166	Nx	4	2	cueO	8.25	0.004	4
0.172	Nx	4	2	nmpC	8.25	0.00899999999999998	4
0.167	Nx	4	1	blc	8.25	0.011	4
0.181	Nx	4	1	putP	8.25	0.023	4
0.173	Nx	4	2	blc	8.25	0.02	4
0.189	Nx	4	2	putP	8.25	0.026	4
0.161	Nx	4	1	eamA	8.25	0.00900000000000001	4
0.174	Nx	4	1	BW_EC	8.25	0.02	4
0.163	Nx	4	2	eamA	8.25	0.013	4
0.159	Nx	4	2	BW_EC	8.25	0.00900000000000001	4
0.148	Nx	4	1	yhbE	8.25	0	4
0.167	Nx	4	1	BW_SG	8.25	0.018	4
0.15	Nx	4	2	yhbE	8.25	0.005	4
0.151	Nx	4	2	BW_SG	8.25	0.003	4
0.231	Nx	4	1	ampD	8.25	0.057	4
0.227	Nx	0	1	nobug	8.25	0.013	0
0.251	Nx	4	2	ampD	8.25	0.061	4
0.249	Nx	0	1	nobug	8.25	0.022	0
0.179	Nx	4	1	lptD	8.25	0	4
0.201	Nx	0	1	nobug	8.25	0.016	0
0.175	Nx	4	2	lptD	8.25	0.001	4
0.195	Nx	0	1	nobug	8.25	0.017	0
0.219	Nx	4	1	nobug	8.25	0.02	4
0.191	Nx	0	1	nobug	8.25	0.02	0
0.221	Nx	4	1	nobug	8.25	0.015	4
0.167	Nx	0	1	nobug	8.25	0.011	0
0.187	Nx	4	1	nobug	8.25	0.002	4
0.199	Nx	0	1	nobug	8.25	0.032	0
0.187	Nx	4	1	nobug	8.25	0	4
0.326	Nx	0	1	nobug	8.25	0	0
0.193	Nx	4	1	nobug	8.25	0.003	4
0.556	Nx	0	1	nobug	8.25	0	0
0.611	Nx	4	1	nobug	8.25	0	4
0.735	Nx	0	1	nobug	8.25	0	0
0.171	Nx	4	1	nobug	8.25	0.003	4
0.911	Nx	0	1	nobug	8.25	0	0
0.163	Nx	4	1	nobug	8.25	0.004	4
0.693	Nx	0	1	nobug	8.25	0	0
0.265	Nx	2	1	zntA	8.25	0.096	2
0.368	Nx	2	1	yijE	8.25	0.2	2
0.504	Nx	2	2	zntA	8.25	0.332	2
0.327	Nx	2	2	yijE	8.25	0.164	2
0.458	Nx	2	1	ompF	8.25	0.294	2
0.312	Nx	2	1	copA	8.25	0.145	2
0.279	Nx	2	2	ompF	8.25	0.113	2
0.355	Nx	2	2	copA	8.25	0.18	2
0.556	Nx	2	1	cueO	8.25	0.398	2
0.421	Nx	2	1	nmpC	8.25	0.265	2
0.469	Nx	2	2	cueO	8.25	0.306	2
0.493	Nx	2	2	nmpC	8.25	0.333	2
0.442	Nx	2	1	blc	8.25	0.287	2
0.423	Nx	2	1	putP	8.25	0.262	2
0.478	Nx	2	2	blc	8.25	0.316	2
0.624	Nx	2	2	putP	8.25	0.464	2
0.386	Nx	2	1	eamA	8.25	0.23	2
0.583	Nx	2	1	BW_EC	8.25	0.43	2
0.458	Nx	2	2	eamA	8.25	0.301	2
0.522	Nx	2	2	BW_EC	8.25	0.377	2
0.318	Nx	2	1	yhbE	8.25	0.173	2
0.58	Nx	2	1	BW_SG	8.25	0.433	2
0.381	Nx	2	2	yhbE	8.25	0.232	2
0.552	Nx	2	2	BW_SG	8.25	0.406	2
0.512	Nx	2	1	ampD	8.25	0.343	2
0.205	Nx	0	1	nobug	8.25	0.017	0
0.548	Nx	2	2	ampD	8.25	0.354	2
0.198	Nx	0	1	nobug	8.25	0.005	0
0.194	Nx	2	1	lptD	8.25	0.004	2
0.222	Nx	0	1	nobug	8.25	0.022	0
0.19	Nx	2	2	lptD	8.25	0.012	2
0.197	Nx	0	1	nobug	8.25	0.014	0
0.218	Nx	2	1	nobug	8.25	0	2
0.198	Nx	0	1	nobug	8.25	0.023	0
0.206	Nx	2	1	nobug	8.25	0.002	2
0.18	Nx	0	1	nobug	8.25	0.025	0
0.194	Nx	2	1	nobug	8.25	0.005	2
0.168	Nx	0	1	nobug	8.25	0.019	0
0.196	Nx	2	1	nobug	8.25	0.002	2
0.158	Nx	0	1	nobug	8.25	0	0
0.204	Nx	2	1	nobug	8.25	0.00499999999999998	2
0.452	Nx	0	1	nobug	8.25	0	0
0.173	Nx	2	1	nobug	8.25	0.00199999999999997	2
1.198	Nx	0	1	nobug	8.25	0	0
0.924	Nx	2	1	nobug	8.25	0	2
0.85	Nx	0	1	nobug	8.25	0	0
0.176	Nx	2	1	nobug	8.25	0.004	2
0.551	Nx	0	1	nobug	8.25	0	0
0.604	Nx	1	1	zntA	8.25	0.437	1
0.685	Nx	1	1	yijE	8.25	0.523	1
0.776	Nx	1	2	zntA	8.25	0.601	1
0.712	Nx	1	2	yijE	8.25	0.545	1
0.679	Nx	1	1	ompF	8.25	0.512	1
0.634	Nx	1	1	copA	8.25	0.467	1
0.633	Nx	1	2	ompF	8.25	0.467	1
0.758	Nx	1	2	copA	8.25	0.591	1
0.737	Nx	1	1	cueO	8.25	0.579	1
0.724	Nx	1	1	nmpC	8.25	0.567	1
0.73	Nx	1	2	cueO	8.25	0.574	1
0.745	Nx	1	2	nmpC	8.25	0.585	1
0.772	Nx	1	1	blc	8.25	0.617	1
0.729	Nx	1	1	putP	8.25	0.577	1
0.729	Nx	1	2	blc	8.25	0.568	1
0.677	Nx	1	2	putP	8.25	0.52	1
0.672	Nx	1	1	eamA	8.25	0.518	1
0.839	Nx	1	1	BW_EC	8.25	0.686	1
0.723	Nx	1	2	eamA	8.25	0.57	1
0.824	Nx	1	2	BW_EC	8.25	0.679	1
0.616	Nx	1	1	yhbE	8.25	0.467	1
0.877	Nx	1	1	BW_SG	8.25	0.731	1
0.61	Nx	1	2	yhbE	8.25	0.462	1
0.794	Nx	1	2	BW_SG	8.25	0.649	1
0.812	Nx	1	1	ampD	8.25	0.635	1
0.21	Nx	0	1	nobug	8.25	0.014	0
0.78	Nx	1	2	ampD	8.25	0.577	1
0.22	Nx	0	1	nobug	8.25	0.041	0
0.33	Nx	1	1	lptD	8.25	0.135	1
0.205	Nx	0	1	nobug	8.25	0.032	0
0.328	Nx	1	2	lptD	8.25	0.138	1
0.202	Nx	0	1	nobug	8.25	0.026	0
0.225	Nx	1	1	nobug	8.25	0.003	1
0.194	Nx	0	1	nobug	8.25	0.027	0
0.203	Nx	1	1	nobug	8.25	0.001	1
0.231	Nx	0	1	nobug	8.25	0.00600000000000001	0
0.191	Nx	1	1	nobug	8.25	0.002	1
0.202	Nx	0	1	nobug	8.25	0.024	0
0.199	Nx	1	1	nobug	8.25	0.002	1
0.183	Nx	0	1	nobug	8.25	0	0
0.203	Nx	1	1	nobug	8.25	0.003	1
0.565	Nx	0	1	nobug	8.25	0	0
0.177	Nx	1	1	nobug	8.25	0.002	1
0.743	Nx	0	1	nobug	8.25	0	0
0.167	Nx	1	1	nobug	8.25	0.002	1
0.144	Nx	0	1	nobug	8.25	0	0
0.173	Nx	1	1	nobug	8.25	0.00199999999999997	1
0.14	Nx	0	1	nobug	8.25	0	0
0.682	Nx	0.5	1	zntA	8.25	0.524	0.5
0.811	Nx	0.5	1	yijE	8.25	0.642	0.5
0.875	Nx	0.5	2	zntA	8.25	0.704	0.5
0.844	Nx	0.5	2	yijE	8.25	0.682	0.5
0.776	Nx	0.5	1	ompF	8.25	0.611	0.5
0.831	Nx	0.5	1	copA	8.25	0.669	0.5
0.851	Nx	0.5	2	ompF	8.25	0.688	0.5
0.895	Nx	0.5	2	copA	8.25	0.736	0.5
0.927	Nx	0.5	1	cueO	8.25	0.765	0.5
0.888	Nx	0.5	1	nmpC	8.25	0.73	0.5
0.889	Nx	0.5	2	cueO	8.25	0.73	0.5
0.965	Nx	0.5	2	nmpC	8.25	0.806	0.5
0.871	Nx	0.5	1	blc	8.25	0.715	0.5
0.777	Nx	0.5	1	putP	8.25	0.626	0.5
0.803	Nx	0.5	2	blc	8.25	0.65	0.5
0.804	Nx	0.5	2	putP	8.25	0.646	0.5
0.942	Nx	0.5	1	eamA	8.25	0.788	0.5
0.968	Nx	0.5	1	BW_EC	8.25	0.809	0.5
0.916	Nx	0.5	2	eamA	8.25	0.764	0.5
0.937	Nx	0.5	2	BW_EC	8.25	0.789	0.5
0.751	Nx	0.5	1	yhbE	8.25	0.606	0.5
0.904	Nx	0.5	1	BW_SG	8.25	0.755	0.5
0.783	Nx	0.5	2	yhbE	8.25	0.638	0.5
0.884	Nx	0.5	2	BW_SG	8.25	0.733	0.5
0.856	Nx	0.5	1	ampD	8.25	0.684	0.5
0.191	Nx	0	1	nobug	8.25	0.015	0
0.835	Nx	0.5	2	ampD	8.25	0.648	0.5
0.207	Nx	0	1	nobug	8.25	0.023	0
0.396	Nx	0.5	1	lptD	8.25	0.218	0.5
0.25	Nx	0	1	nobug	8.25	0.015	0
0.398	Nx	0.5	2	lptD	8.25	0.214	0.5
0.178	Nx	0	1	nobug	8.25	0.011	0
0.22	Nx	0.5	1	nobug	8.25	0	0.5
0.219	Nx	0	1	nobug	8.25	0.00800000000000001	0
0.181	Nx	0.5	1	nobug	8.25	0	0.5
0.181	Nx	0	1	nobug	8.25	0.024	0
0.187	Nx	0.5	1	nobug	8.25	0	0.5
0.227	Nx	0	1	nobug	8.25	0.02	0
0.2	Nx	0.5	1	nobug	8.25	0	0.5
0.199	Nx	0	1	nobug	8.25	0.003	0
0.208	Nx	0.5	1	nobug	8.25	0.003	0.5
0.321	Nx	0	1	nobug	8.25	0	0
0.178	Nx	0.5	1	nobug	8.25	0	0.5
0.458	Nx	0	1	nobug	8.25	0	0
0.171	Nx	0.5	1	nobug	8.25	0	0.5
0.541	Nx	0	1	nobug	8.25	0	0
0.174	Nx	0.5	1	nobug	8.25	0.001	0.5
0.511	Nx	0	1	nobug	8.25	0	0
0.733	Nx	0.25	1	zntA	8.25	0.557	0.25
0.792	Nx	0.25	1	yijE	8.25	0.631	0.25
0.856	Nx	0.25	2	zntA	8.25	0.691	0.25
0.792	Nx	0.25	2	yijE	8.25	0.626	0.25
0.77	Nx	0.25	1	ompF	8.25	0.606	0.25
0.812	Nx	0.25	1	copA	8.25	0.649	0.25
0.837	Nx	0.25	2	ompF	8.25	0.673	0.25
0.87	Nx	0.25	2	copA	8.25	0.715	0.25
0.771	Nx	0.25	1	cueO	8.25	0.615	0.25
0.787	Nx	0.25	1	nmpC	8.25	0.631	0.25
0.777	Nx	0.25	2	cueO	8.25	0.617	0.25
0.814	Nx	0.25	2	nmpC	8.25	0.657	0.25
0.78	Nx	0.25	1	blc	8.25	0.629	0.25
0.845	Nx	0.25	1	putP	8.25	0.685	0.25
0.761	Nx	0.25	2	blc	8.25	0.612	0.25
0.769	Nx	0.25	2	putP	8.25	0.619	0.25
0.935	Nx	0.25	1	eamA	8.25	0.785	0.25
0.955	Nx	0.25	1	BW_EC	8.25	0.805	0.25
0.95	Nx	0.25	2	eamA	8.25	0.802	0.25
0.953	Nx	0.25	2	BW_EC	8.25	0.801	0.25
0.818	Nx	0.25	1	yhbE	8.25	0.669	0.25
0.915	Nx	0.25	1	BW_SG	8.25	0.772	0.25
0.784	Nx	0.25	2	yhbE	8.25	0.637	0.25
0.889	Nx	0.25	2	BW_SG	8.25	0.739	0.25
0.864	Nx	0.25	1	ampD	8.25	0.697	0.25
0.193	Nx	0	1	nobug	8.25	0.012	0
0.812	Nx	0.25	2	ampD	8.25	0.631	0.25
0.22	Nx	0	1	nobug	8.25	0.014	0
0.391	Nx	0.25	1	lptD	8.25	0.204	0.25
0.232	Nx	0	1	nobug	8.25	0.02	0
0.372	Nx	0.25	2	lptD	8.25	0.195	0.25
0.18	Nx	0	1	nobug	8.25	0.012	0
0.226	Nx	0.25	1	nobug	8.25	0	0.25
0.181	Nx	0	1	nobug	8.25	0.021	0
0.199	Nx	0.25	1	nobug	8.25	0	0.25
0.18	Nx	0	1	nobug	8.25	0.018	0
0.185	Nx	0.25	1	nobug	8.25	0	0.25
0.166	Nx	0	1	nobug	8.25	0.013	0
0.195	Nx	0.25	1	nobug	8.25	0	0.25
0.217	Nx	0	1	nobug	8.25	0.013	0
0.189	Nx	0.25	1	nobug	8.25	0.001	0.25
0.195	Nx	0	1	nobug	8.25	0	0
0.189	Nx	0.25	1	nobug	8.25	0.002	0.25
0.264	Nx	0	1	nobug	8.25	0	0
0.172	Nx	0.25	1	nobug	8.25	0	0.25
0.148	Nx	0	1	nobug	8.25	0	0
0.385	Nx	0.25	1	nobug	8.25	0	0.25
0.322	Nx	0	1	nobug	8.25	0	0
0.774	Nx	0.125	1	zntA	8.25	0.62	0.125
0.775	Nx	0.125	1	yijE	8.25	0.61	0.125
0.892	Nx	0.125	2	zntA	8.25	0.721	0.125
0.824	Nx	0.125	2	yijE	8.25	0.665	0.125
0.798	Nx	0.125	1	ompF	8.25	0.631	0.125
0.844	Nx	0.125	1	copA	8.25	0.684	0.125
0.856	Nx	0.125	2	ompF	8.25	0.694	0.125
0.909	Nx	0.125	2	copA	8.25	0.749	0.125
0.91	Nx	0.125	1	cueO	8.25	0.741	0.125
0.84	Nx	0.125	1	nmpC	8.25	0.682	0.125
0.807	Nx	0.125	2	cueO	8.25	0.645	0.125
0.854	Nx	0.125	2	nmpC	8.25	0.696	0.125
0.87	Nx	0.125	1	blc	8.25	0.709	0.125
0.798	Nx	0.125	1	putP	8.25	0.641	0.125
0.776	Nx	0.125	2	blc	8.25	0.621	0.125
0.832	Nx	0.125	2	putP	8.25	0.677	0.125
0.939	Nx	0.125	1	eamA	8.25	0.789	0.125
0.998	Nx	0.125	1	BW_EC	8.25	0.849	0.125
0.955	Nx	0.125	2	eamA	8.25	0.811	0.125
0.986	Nx	0.125	2	BW_EC	8.25	0.836	0.125
0.788	Nx	0.125	1	yhbE	8.25	0.647	0.125
0.919	Nx	0.125	1	BW_SG	8.25	0.773	0.125
0.811	Nx	0.125	2	yhbE	8.25	0.662	0.125
0.889	Nx	0.125	2	BW_SG	8.25	0.743	0.125
0.856	Nx	0.125	1	ampD	8.25	0.694	0.125
0.214	Nx	0	1	nobug	8.25	0.018	0
0.876	Nx	0.125	2	ampD	8.25	0.704	0.125
0.205	Nx	0	1	nobug	8.25	0.026	0
0.599	Nx	0.125	1	lptD	8.25	0.42	0.125
0.179	Nx	0	1	nobug	8.25	0.012	0
0.57	Nx	0.125	2	lptD	8.25	0.392	0.125
0.216	Nx	0	1	nobug	8.25	0.026	0
0.204	Nx	0.125	1	nobug	8.25	0	0.125
0.184	Nx	0	1	nobug	8.25	0.028	0
0.199	Nx	0.125	1	nobug	8.25	0	0.125
0.173	Nx	0	1	nobug	8.25	0.00899999999999998	0
0.183	Nx	0.125	1	nobug	8.25	0.003	0.125
0.151	Nx	0	1	nobug	8.25	0	0
0.195	Nx	0.125	1	nobug	8.25	0.005	0.125
0.225	Nx	0	1	nobug	8.25	0.033	0
0.196	Nx	0.125	1	nobug	8.25	0.00700000000000001	0.125
0.423	Nx	0	1	nobug	8.25	0	0
0.182	Nx	0.125	1	nobug	8.25	0.004	0.125
0.158	Nx	0	1	nobug	8.25	0	0
0.176	Nx	0.125	1	nobug	8.25	0.001	0.125
0.163	Nx	0	1	nobug	8.25	0	0
0.164	Nx	0.125	1	nobug	8.25	0.005	0.125
0.248	Nx	0	1	nobug	8.25	0	0
0.807	Nx	0	1	zntA	8.25	0.644	0
0.755	Nx	0	1	yijE	8.25	0.592	0
0.893	Nx	0	2	zntA	8.25	0.735	0
0.88	Nx	0	2	yijE	8.25	0.72	0
0.825	Nx	0	1	ompF	8.25	0.662	0
0.815	Nx	0	1	copA	8.25	0.661	0
0.865	Nx	0	2	ompF	8.25	0.704	0
0.916	Nx	0	2	copA	8.25	0.758	0
0.795	Nx	0	1	cueO	8.25	0.645	0
0.817	Nx	0	1	nmpC	8.25	0.661	0
0.835	Nx	0	2	cueO	8.25	0.678	0
0.87	Nx	0	2	nmpC	8.25	0.715	0
0.892	Nx	0	1	blc	8.25	0.736	0
0.83	Nx	0	1	putP	8.25	0.674	0
0.844	Nx	0	2	blc	8.25	0.698	0
0.821	Nx	0	2	putP	8.25	0.669	0
0.976	Nx	0	1	eamA	8.25	0.823	0
0.97	Nx	0	1	BW_EC	8.25	0.815	0
0.973	Nx	0	2	eamA	8.25	0.824	0
1.01	Nx	0	2	BW_EC	8.25	0.866	0
0.834	Nx	0	1	yhbE	8.25	0.692	0
0.99	Nx	0	1	BW_SG	8.25	0.844	0
0.834	Nx	0	2	yhbE	8.25	0.689	0
0.912	Nx	0	2	BW_SG	8.25	0.763	0
0.88	Nx	0	1	ampD	8.25	0.714	0
0.214	Nx	0	1	nobug	8.25	0.00800000000000001	0
0.941	Nx	0	2	ampD	8.25	0.767	0
0.197	Nx	0	1	nobug	8.25	0.024	0
0.749	Nx	0	1	lptD	8.25	0.563	0
0.194	Nx	0	1	nobug	8.25	0.027	0
0.738	Nx	0	2	lptD	8.25	0.553	0
0.185	Nx	0	1	nobug	8.25	0.02	0
0.209	Nx	0	1	nobug	8.25	0.005	0
0.233	Nx	0	1	nobug	8.25	0.012	0
0.202	Nx	0	1	nobug	8.25	0.00700000000000001	0
0.226	Nx	0	1	nobug	8.25	0	0
0.2	Nx	0	1	nobug	8.25	0.005	0
0.205	Nx	0	1	nobug	8.25	0.00899999999999998	0
0.204	Nx	0	1	nobug	8.25	0.00599999999999998	0
0.218	Nx	0	1	nobug	8.25	0	0
0.214	Nx	0	1	nobug	8.25	0.00600000000000001	0
0.52	Nx	0	1	nobug	8.25	0	0
0.201	Nx	0	1	nobug	8.25	0.003	0
0.506	Nx	0	1	nobug	8.25	0	0
0.192	Nx	0	1	nobug	8.25	0.004	0
0.346	Nx	0	1	nobug	8.25	0	0
0.184	Nx	0	1	nobug	8.25	0.004	0
0.207	Nx	0	1	nobug	8.25	0	0
0.167	Nx	8	1	zntA	8.5	0	8
0.174	Nx	8	1	yijE	8.5	0.00499999999999998	8
0.165	Nx	8	2	zntA	8.5	0	8
0.17	Nx	8	2	yijE	8.5	0	8
0.165	Nx	8	1	ompF	8.5	0	8
0.165	Nx	8	1	copA	8.5	0	8
0.166	Nx	8	2	ompF	8.5	0	8
0.162	Nx	8	2	copA	8.5	0	8
0.16	Nx	8	1	cueO	8.5	0	8
0.16	Nx	8	1	nmpC	8.5	0	8
0.164	Nx	8	2	cueO	8.5	0	8
0.159	Nx	8	2	nmpC	8.5	0	8
0.162	Nx	8	1	blc	8.5	0	8
0.158	Nx	8	1	putP	8.5	0	8
0.161	Nx	8	2	blc	8.5	0	8
0.161	Nx	8	2	putP	8.5	0.001	8
0.159	Nx	8	1	eamA	8.5	0	8
0.157	Nx	8	1	BW_EC	8.5	0	8
0.158	Nx	8	2	eamA	8.5	0	8
